Unique_Id_Transaction,Id_ Clients,ItemQty,ItemPrice,Date,Item_Name,Customer_Type, avg_sales_amount,Avg_convertion_Rate, avg_QTY,avg_Traffic,Traffic_Per_day,Tasa de mortalidad (x cada 1.000 habitantes),Índice de pobreza multidimensional - IPM,Tasa de mortalidad infantil en menores de 5 años ,Mortalidad por desnutrición en menores de 5 años,Población total,Penetración de banda ancha,Porcentaje de personas ocupadas formalmente con respecto a la población total,Densidad poblacional,Cobertura de energía eléctrica rural,Inversión - Salud,Inversión - Vivienda,Cobertura de vacunación DPT,Afiliados al SGSSS,Tasa de homicidios de mujeres (x cada 100.000 mujeres) ,Tasa de presuntos delitos sexuales (x cada 100.000 habitantes),Tasa de homicidios de hombres (x cada 100.000 hombres) ,Número acumulado de personas víctimas de minas antipersona
207,5107,1,347,3/25/2018,Nike Air Force 1 High By You,Healthy & Active,49.43,49.43,1.22,47.14,267,5.68,36.6,17.86,,16967,8.93,11.24,68.97,99.39,10588243968,52380000,101.3,13387,14.05,61.09,0,2
208,5107,3,304,11/19/2018,Nike Air Force 1 Mid By You Valentine's Day,Healthy & Active,45.57,45.57,8.99,43.13,1068,5.45,53.5,12.66,17.94,29319,6.74,4.29,18.58,83.39,25647519744,21130662,83.2,29932,0,25.8,9.12,241
209,5107,1,335,11/19/2018,Nike Pegasus 39 By You,Healthy & Active,51.03,51.03,0.39,49.62,754,3.55,42.6,15.38,,6526,8.73,9.86,54.38,99.82,3844547722,14904140,122,5001,0,102.88,99.78,0
210,5107,5,267,11/19/2018,Nike Air Force 1 Low Unlocked By You,Healthy & Active,47.53,47.53,0.68,45.34,1074,5.79,30.3,14.71,,11226,5.7,11.63,77.96,99.91,5069648896,0,90.8,7227,13.92,20.84,27.36,0
211,5107,6,186,11/19/2018,Nike Air Force 1 Low By You,Healthy & Active,45.16,45.16,0.7,43.38,659,4.6,53.5,14.93,,5281,4.26,19.63,37.45,98.06,4365449728,27100139,97.4,4937,0,61.86,88.89,3
212,5107,2,192,3/19/2018,Nike Air Force 1 Low By Bishop Gorman,Healthy & Active,45.39,45.39,82.18,42.92,1064,4.46,49.9,14.3,9.09,136374,9.08,8.27,44.13,96.21,91950368199,226914000,82.5,134825,3.71,23.85,114.8,37
213,5107,4,189,3/25/2018,Nike Gripknit Phantom GX Elite FG By You,Healthy & Active,46.55,46.55,1.65,41.01,1038,3.49,55.6,26.67,107.41,7225,5.04,4.09,30.23,96.95,5449179788,170015209,60.6,6361,0,24.3,45.79,0
214,5107,1,321,3/25/2018,Nike Air Force 1 Low By You,Healthy & Active,47.23,47.23,6.33,45.45,973,5.38,46.1,13.04,21.22,32336,7.25,4.99,12.51,92.29,23209984000,13642766,90.9,29656,9.17,2.21,46.9,40
215,5107,4,212,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Healthy & Active,45.97,45.97,4.4,42.46,821,6.24,59.3,17.17,33.57,14769,5.45,7.04,26.8,95.21,12640187392,67808040,98.9,14043,0,8.79,26.17,121
216,5107,1,140,3/25/2018,Nike Blazer Low '77 By You,Healthy & Active,51.11,51.11,5,44.22,787,5.88,25.9,18.52,,6778,8.5,10.94,51.35,99.81,3797203456,25000000,94.8,4809,0,32.51,96.06,0
217,5107,6,287,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day ,Healthy & Active,48.06,48.06,9.56,44.66,788,6.47,41,5.56,92.25,12608,5.24,8.29,24.34,97.95,10157416448,183399523,95.8,12769,0,52.92,128.67,8
218,5107,4,338,3/25/2018,Nike Blazer Mid '77 By Ameena,Healthy & Active,48.54,48.54,3.77,46.06,889,7.3,25.8,11.36,,12269,14.23,14.93,85.8,99.58,7042935296,526330592,98.1,9610,0,22.67,57.87,0
219,5107,5,178,3/25/2018,Nike Air Force 1 Low By Duncanville,Healthy & Active,41.28,41.28,53.85,40.3,860,1.4,76.1,16.81,170.94,9869,1.81,8.03,5.48,100,6899420672,92058988,123.9,7398,0,17.9,35.11,1
220,5107,2,379,3/25/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Healthy & Active,50.45,50.45,0.72,45.63,600,3.15,44,29.85,,8044,3.03,5.71,16.65,96.29,5498888704,88617642,79,6147,0,12.02,22.7,6
221,5887,5,374,3/25/2018,Nike Air Force 1 Low By Sierra Canyon,Healthy & Active,50.33,50.33,1.95,48.6,467,4.94,33.8,12.94,19.93,44696,7.25,12.65,60.98,99.51,25739680866,87795336,93.4,43257,8.31,27.41,85.58,61
222,5890,5,298,3/25/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Healthy & Active,47.59,47.59,2.02,43.57,1069,5.08,45,4.72,,24617,4.45,5.56,25.86,97.65,15589699584,115752212,94.7,18083,0,32.81,16.02,14
223,5893,1,263,3/25/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Healthy & Active,48.94,48.94,30.2,48.77,391,2.96,46.3,28.46,,21065,5.81,7.65,11.07,89.94,9815794249,60750000,96.8,11218,0,36.86,41.11,15
224,5895,3,215,3/25/2018,Converse Custom Chuck Taylor All Star High Top,Healthy & Active,42.94,42.94,44.74,40.77,282,5.36,58,8.71,28.52,26924,5.16,4.43,25,95.34,20071874560,53500000,72,25142,6.84,9.76,181.62,27
225,8001,4,192,3/25/2018,Nike Air Max 95 Unlocked By You,Healthy & Active,53.36,53.36,13.42,52.08,234,6.25,17.4,14.28,4.31,1327209,20,46.1,7995.23,100,7.74199E+11,1254849340,97.3,1461648,6.67,49.61,60.29,6
226,8078,3,355,3/25/2018,Nike Air Huarache By You Valentine's Day,Healthy & Active,49.69,49.69,21.74,48.02,174,5.45,33.5,14.52,19.24,69851,6.58,6.38,550.01,100,37620002816,74745450,92,49439,0,46.21,13.54,0
227,8137,4,116,3/25/2018,Nike Air Huarache By You,Healthy & Active,47.74,47.74,13.5,45.84,739,5.77,64.6,19.18,58.24,24546,0.03,5.62,233.77,90.76,23157323776,153029750,102.8,25791,0,12.69,24.83,0
228,8141,3,337,3/25/2018,Nike Air Force 1 High Unlocked By You,Healthy & Active,43.02,43.02,0.01,41.41,230,4.02,52,21.46,77.64,17913,0.58,2.86,125.27,87.93,12822253117,0,103.9,15561,16.89,23.99,0,0
229,8296,6,356,3/25/2018,Nike Air Max 90 By You,Healthy & Active,50.97,50.97,36.88,49.69,997,3.27,23.8,20,23.24,69820,11.04,5.93,712.45,100,27641837568,215962384,101.8,38542,0,38.73,53.4,0
230,8372,6,286,3/25/2018,Nike Air Max 90 Unlocked By You,Healthy & Active,47.2,47.2,1.8,45.76,1008,4.19,36.7,17.78,65.4,23702,3.88,2.85,134.67,100,12246720512,0,106.5,16156,0,17.61,22.59,0
231,8421,5,231,3/25/2018,Nike Air Force 1 High By You,Healthy & Active,44.47,44.47,94.45,43.48,452,5.25,55.4,32.33,33.75,31580,1.48,2.8,127.85,93.28,20009449472,149755309,99.8,23453,7.56,25.71,21.42,0
232,8433,1,253,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day,Healthy & Active,49.94,49.94,16.03,48.6,911,3.36,30,21.24,16.44,145396,8.49,5.83,1346.26,93.9,73819250688,24843480,98,96843,3.31,48.68,25.5,0
233,8436,6,306,3/25/2018,Nike Pegasus 39 By You,Healthy & Active,42.81,42.81,0.12,40.42,1158,4.3,48.4,22.73,73.1,22338,0.44,2.61,108.44,80.07,14287043539,10500000,115.6,17759,0,6.28,12.34,0
234,8520,6,346,3/25/2018,Nike Air Force 1 Low Unlocked By You,Healthy & Active,51.53,51.53,0.03,50.46,891,3.92,36,26.09,43.25,32328,4.93,2.63,343.91,64.29,16095279104,0,96.7,19361,0,54.94,7.56,0
235,8549,6,230,3/20/2018,Nike Air Force 1 Low By You,Healthy & Active,43.62,43.62,4.12,41.8,852,4.36,45.2,30.77,176.99,7384,0.23,2.78,28.62,100,3828018432,0,95.8,4165,0,19.42,38.8,0
236,8558,5,270,3/20/2018,Nike Air Force 1 Low By Bishop Gorman,Healthy & Active,47.03,47.03,0.04,46.06,761,3.7,30.5,8.85,68.59,20361,0.06,2.77,278.92,97.5,11386853376,1400000,96.6,13322,0,58.42,13.08,0
237,8560,4,352,3/20/2018,Nike Gripknit Phantom GX Elite FG By You,Healthy & Active,44.44,44.44,8.05,44.6,919,3.98,46.7,15,40.6,26803,0.67,2.25,131.39,82.2,17235609600,0,92.6,20326,0,31,17.08,0
238,8573,3,355,3/20/2018,Nike Air Force 1 Low By You,Healthy & Active,52.8,52.8,3.97,50.98,166,4.14,14.4,14,47.28,55890,12.83,11.09,765.62,100,20400424960,0,93.1,26747,0,111.16,7.33,0
239,8606,2,339,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Healthy & Active,43.54,43.54,38.68,42.1,159,4.22,54.6,19.61,32.57,29270,1.53,2.26,80.63,100,20360597504,0,91.9,23013,0,34.04,14.85,0
240,8634,6,183,3/25/2018,Nike Blazer Low '77 By You,Healthy & Active,49.53,49.53,0.14,48.01,674,3.49,31.9,22.73,34.18,36549,5.89,3.83,849.98,84.65,17454438400,0,112.4,23667,0,34.02,6,2
241,8638,4,318,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day ,Healthy & Active,47.35,47.35,0.33,45.54,188,5.36,36.5,16.22,10.06,104207,4,5.27,261.17,100,62661410816,0,100.1,95160,2.05,36.27,7.92,0
242,8675,6,376,3/25/2018,Nike Blazer Mid '77 By Ameena,Healthy & Active,43.12,43.12,0.85,42.7,1046,2.47,47.2,23.36,87.34,17815,0.09,2.85,356.3,89.71,11634563391,0,97.1,12975,,8.7,,0
243,8685,5,268,3/25/2018,Nike Air Force 1 Low By Duncanville,Healthy & Active,51.12,51.12,1.32,50.19,239,4.19,25.8,15.31,47.37,33330,10.47,5.22,497.46,71.24,17418584064,0,101.5,24950,0,31.44,23.51,0
244,8758,1,200,3/25/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Healthy & Active,51.97,51.97,3.85,50.83,988,3.64,18.6,18.43,8.24,692799,13.65,2.68,10340.28,100,2.88966E+11,1500000000,100.4,522309,1.88,28.16,34.84,0
245,8770,4,354,3/25/2018,Nike Air Force 1 Low By Sierra Canyon,Healthy & Active,50.97,50.97,62.56,48.72,535,4.8,43.8,17.65,118.34,13095,2.12,3.49,311.79,42.03,7910380816,0,97.6,9944,0,11.54,22.53,0
246,8832,1,121,3/25/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Healthy & Active,45.83,45.83,61.82,43.54,622,3.79,32.8,42.37,95.79,19633,0.25,3.62,111.55,96.96,7985887380,0,94.7,8820,0,45.36,17.06,0
247,8849,5,211,3/25/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Healthy & Active,45.03,45.03,34.56,44.45,947,3.06,32.7,16.39,113.9,13690,0.05,3.41,132.91,49.25,6654171136,0,104.7,7115,0,53,20.45,0
248,11001,2,167,3/25/2018,Converse Custom Chuck Taylor All Star High Top,Healthy & Active,55.8,55.8,1.67,55.33,933,4.42,9,10.82,0.49,7968095,26.81,49.39,4964.55,100,2.43346E+12,88489547624,95.6,7692178,2.65,52.77,30.89,24
249,13001,6,137,3/25/2018,Nike Air Max 95 Unlocked By You,Healthy & Active,51.12,51.12,35.93,49.08,462,5.23,19.9,15.42,7.4,1065570,16.03,34.05,1906.21,99.24,6.04361E+11,8933313536,88.9,1127341,2.87,52.2,49.38,10
250,13006,1,197,3/25/2018,Nike Air Huarache By You Valentine's Day,Healthy & Active,43.58,43.58,3.67,42.55,805,3.82,62.4,24.69,40.78,25786,0.18,5.77,25.16,78.7,20602281984,64300000,79.7,20834,0,4.26,17.15,11
251,13030,1,182,3/25/2018,Nike Air Huarache By You,Healthy & Active,46.03,46.03,82.47,44.61,740,3.45,70.7,10.05,63.25,12000,0.12,1.27,39.47,67.3,8387530474,0,81.3,9690,0,7.17,13.89,0
252,13042,5,336,3/25/2018,Nike Air Force 1 High Unlocked By You,Healthy & Active,46.05,46.05,40.34,43.07,1097,5.01,62,15.46,84.14,8053,0.49,1.32,17.54,55.62,7252127924,157773336,50.8,7397,22.49,20.72,50.08,14
253,13052,5,125,3/25/2018,Nike Air Max 90 By You,Healthy & Active,46.9,46.9,1.95,45.37,1133,4.72,47.4,12.62,13.16,76370,4.58,3.48,134.93,97.61,51158596241,16614780,81.6,61929,0,39.25,50.75,0
254,13062,2,203,3/25/2018,Nike Air Max 90 Unlocked By You,Healthy & Active,43.92,43.92,2.82,40.72,887,4.82,68.4,38.46,89.05,9022,0.25,2.37,55.69,90.88,8145051136,35997907,107.8,8438,,40.38,,0
255,13074,3,134,3/25/2018,Nike Air Force 1 High By You,Healthy & Active,45.59,45.59,2.73,42.67,422,2.33,68.9,9.52,38.17,15721,0.32,3.04,37.79,81.72,16128016337,0,76.1,15650,0,5.53,51.58,6
256,13140,3,187,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day,Healthy & Active,41.19,41.19,36.89,39.68,530,4.96,62.5,8.16,38.2,23919,0.32,3.31,97.23,92.69,20499642368,0,71.7,23189,9.06,16.94,8.15,0
257,13160,4,366,3/25/2018,Nike Pegasus 39 By You,Healthy & Active,49.41,49.41,0.51,46.13,196,4.24,50.6,12.82,104.71,9007,6.07,4.07,10.35,20.2,5042992128,16000000,63.7,6831,0,74.52,43.01,33
258,13188,2,233,3/25/2018,Nike Air Force 1 Low Unlocked By You,Healthy & Active,47.5,47.5,64.68,44.56,434,4.1,61.3,11.36,83.68,14814,0.1,4.14,112.23,91.84,11508597048,23316778,102,13146,18.04,71.92,17.92,0
259,13212,5,237,3/25/2018,Nike Air Force 1 Low By You,Healthy & Active,46.31,46.31,9.66,45.37,643,2.03,61.9,28.85,62.74,17060,1.04,4.72,29.77,78.04,14862137344,18017510,54.5,15286,0,48.43,16,1
260,13222,6,267,3/25/2018,Nike Air Force 1 Low By Bishop Gorman,Healthy & Active,43.65,43.65,10.33,41.4,1178,3.66,63,18.52,68.31,16006,0.1,2.38,190.55,7.1,9829089280,0,88.6,11421,0,55.32,44.92,0
261,13244,2,189,3/25/2018,Nike Gripknit Phantom GX Elite FG By You,Healthy & Active,46.69,46.69,0.28,44.05,169,4.83,58.4,10.46,10.29,75179,3.07,4.49,83.53,63.79,2141215505,0,68.3,76897,8.15,52.6,30.58,119
262,13248,1,258,3/25/2018,Nike Air Force 1 Low By You,Healthy & Active,46.46,46.46,0.06,42.96,1130,2.83,59.5,17.86,,9304,0.92,2.72,25.08,93.78,7483931762,0,84.9,7804,0,38.61,24.1,3
263,13268,1,139,3/25/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Healthy & Active,45.23,45.23,1.04,42.85,660,3.3,67.7,9.01,82.58,8364,1.49,3.83,25.58,92.03,6204901376,0,72.7,7204,,61.89,,0
264,13300,5,167,3/25/2018,Nike Blazer Low '77 By You,Tech Savy,43.52,43.52,27.54,42.14,182,1.89,73.8,3.8,61.27,13478,0.15,3.38,68.77,94.29,11524005247,0,99.2,11976,0,41.52,15.52,0
265,13430,4,332,3/25/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,49.8,49.8,15.38,48.62,1053,4.72,49.1,12.15,24.17,145145,4.08,9.73,131.71,93.87,1.05941E+11,0,79.5,134332,3.27,71.06,49.49,0
266,13433,2,162,3/25/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,42.9,42.9,42.05,39.87,649,4.16,54.3,18.97,37.68,30406,0.85,3.22,70.71,95.81,20978968576,0,83,24906,0,45.93,22.23,0
267,13440,2,223,3/25/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,42.91,42.91,0.92,41.23,536,1.74,65.6,14.18,88.65,11505,0.18,2.48,43.75,92.08,9815532796,0,62.7,8880,0,40.14,19.95,0
268,13442,1,125,3/25/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,43.3,43.3,97.33,40.81,1124,4.45,63.2,23.67,34.15,50182,0.32,3.04,97.06,87.38,40406310912,0,82.3,50182,0,61.93,24.07,0
269,13458,3,360,3/25/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,42.37,42.37,0.96,40.15,603,1.65,70.1,17.54,38.6,18234,1.22,0.76,8.73,45.52,8041441913,0,39.7,9284,9.68,4.6,26.3,11
270,13468,2,319,3/25/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,47.25,47.25,7.47,45.42,598,4.09,49.1,11.25,19.48,48060,0.56,6.16,76.29,99.13,958798750,0,82.7,48776,0,51.73,4.47,0
271,13473,1,318,3/25/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,44.26,44.26,9.6,43.58,400,1.49,57.6,12.3,37.64,24179,0.27,2.9,18.51,32.77,12964133888,170956760,91.1,13284,0,13.95,8.87,79
272,13490,3,304,3/25/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,44.48,44.48,0.01,43.71,277,1.36,66.2,34.48,167.22,10309,0.71,0.93,25.45,17.02,4840713768,0,55,5307,0,,34.28,3
273,13549,5,360,3/25/2018,Nike Air Max 95 Unlocked By You,Tech Savy,42.69,42.69,14.48,40.38,854,2.54,67.5,10.6,28.75,25585,0.2,2.31,34.53,91.23,21461835540,0,86.3,23007,0,11.91,14.81,4
274,13580,1,142,3/20/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,41.18,41.18,25.43,39.6,956,2.29,48.9,37.04,70.22,7486,0.18,2.6,41.59,72.82,4779185152,0,82.1,5530,0,19.07,17.79,2
275,13600,4,197,3/20/2018,Nike Air Huarache By You,Tech Savy,45.01,45.01,28.87,43.01,444,3.1,57.3,28.57,46.36,11118,0.45,2.41,13.41,62.07,7841533952,0,74.9,7979,0,5.44,41.05,3
276,13620,6,370,3/20/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,44.9,44.9,27.99,44.38,229,2.4,49.9,12.99,173.31,8876,0.06,1.43,206.42,92.92,6565772827,0,90,7406,,14.94,,0
277,13647,5,154,3/20/2018,Nike Air Max 90 By You,Tech Savy,42.62,42.62,26.62,41.09,269,3.1,50.7,25.21,54.73,19809,0.35,2.81,95.24,94.11,13607014791,0,75.7,15666,0,12.22,12.16,0
278,13650,1,344,3/20/2018,Nike Air Max 90 Unlocked By You,Tech Savy,44.35,44.35,0.02,42.57,946,1.64,64.3,20.98,61.58,13489,0.06,1.8,46.84,79.17,9795629590,0,85.3,9689,,28.89,,0
279,13654,1,339,7/8/2018,Nike Air Force 1 High By You,Tech Savy,50.89,50.89,7.69,49.62,481,4.91,60.3,18.29,47.19,25426,3.49,2.9,58.59,78.77,21582843904,855949,75.5,24861,0,32.45,9.03,21
280,13655,4,120,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day,Tech Savy,43.89,43.89,1.74,41.31,154,1.75,66.7,21.05,64.02,11024,0.07,1.35,25.76,65.42,9179353088,34381500,70.1,8759,0,,13.51,2
281,13657,2,322,7/8/2018,Nike Pegasus 39 By You,Tech Savy,46.06,46.06,9.33,43.87,777,4.24,56.2,14.81,30.65,39900,2.19,4.57,62.64,81.99,32390495631,22256924,96.6,37277,0,26.77,5.81,11
282,13667,3,155,7/8/2018,Nike Air Force 1 Low Unlocked By You,Tech Savy,44.4,44.4,19.33,44.95,1162,3.52,60.6,6.21,45.41,15427,0.3,3.28,37.26,76.97,13470276366,52941329,96.2,14211,11.67,28.27,32.91,17
283,15001,4,145,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,49.11,49.11,68.73,47.93,1154,4.35,54,12.15,26.72,29770,1.52,3.56,15.06,92.66,18980456448,173201344,81,25164,0,5.88,11.65,89
284,15001,6,379,7/8/2018,Nike Air Force 1 Low By Bishop Gorman,Tech Savy,46.29,46.29,13.45,44.19,854,4.2,54.8,16.57,,15480,0.22,2.99,111.37,100,10698679296,0,94.7,12029,0,37.6,59.41,0
285,15001,2,131,7/8/2018,Nike Gripknit Phantom GX Elite FG By You,Tech Savy,43.3,43.3,31.55,42.81,562,3.86,54.3,7.18,37.5,23211,0.89,3.14,153.72,81.32,13936502582,18000000,125.9,17540,9.13,69.25,16.46,0
286,15001,6,342,7/8/2018,Nike Air Force 1 Low By You,Tech Savy,52.35,52.35,4.31,53.35,912,2.76,43.6,10.32,,35806,3.56,4.48,15.17,36.32,26713550848,0,88.6,35492,4.86,4.76,17.87,77
287,15001,1,305,7/8/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Tech Savy,48.45,48.45,3.55,48.53,212,3.85,54.8,18.18,39.05,19828,1.59,4.18,14.74,75.74,14106291200,128834588,59.6,17004,10.13,24.3,0,47
288,15001,5,266,7/8/2018,Nike Blazer Low '77 By You,Tech Savy,43.53,43.53,24.03,41.31,593,3.82,39.4,41.67,141.84,11225,0.54,3.08,127.56,32.43,7061893735,0,88.8,8020,,35.43,,0
289,15001,1,138,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,43.2,43.2,8.73,42.41,853,4.5,50.7,11.9,75.19,13650,0.08,4.09,52.3,92.82,10440607692,0,63.4,13157,,43.91,,1
290,15001,6,286,7/8/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,43.63,43.63,2.48,42.52,201,1.56,73,9.32,28.24,19715,0.22,2.38,26.01,59.57,17551214288,0,72.3,20139,0,8.9,58.03,6
291,15001,5,251,7/8/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,52.57,52.57,20.9,51.44,362,2.62,30.4,13.82,32.34,117501,11.53,5.78,599.49,94.77,49046278144,50677644,79.5,75155,2.72,54.66,46.72,0
292,15001,4,377,7/8/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,46.2,46.2,0.11,45.25,1052,2.6,42.8,5.13,59.07,18035,4.16,3.51,121.86,96.61,10342477432,0,88.3,12919,0,33.26,25.76,0
293,15001,4,173,7/8/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,43.46,43.46,0.18,42.06,1178,3.95,54.1,17.61,98.23,26134,0.55,2.06,195.03,100,16141873152,113608016,79.9,19098,0,60.23,20.15,2
294,15001,2,307,7/8/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,46.08,46.08,1.33,43.88,275,3.8,62.4,29.59,74.74,12761,1.61,4.32,44.46,18.08,10388749312,44422950,69.7,11477,0,42.78,32.57,45
295,15001,3,353,7/8/2018,Nike Gripknit Phantom GX Elite Dynamic Fit AG By You,Tech Savy,57.09,57.09,0.38,57.47,944,4.22,11.4,10.1,6.69,182828,25.8,47.56,1549.39,97.52,55813271552,1196374016,95.4,192264,0,55.23,10.88,0
296,15022,5,376,7/8/2018,Converse Custom Chuck Taylor All Star High Top,Tech Savy,50.53,50.53,0.18,47.53,659,5.96,37.5,58.82,,1843,0.5,33.6,32.33,94.77,1485505920,501775712,175,1283,0,117.72,114.42,0
297,15047,1,326,7/8/2018,Nike Air Max 95 Unlocked By You,Tech Savy,49.79,49.79,0.14,48.78,887,5.89,33.5,19.42,59.14,15852,3.33,3.49,18.1,97.47,13606766592,0,81.3,14183,0,26.56,12.99,3
298,15051,3,148,7/8/2018,Nike Air Huarache By You Valentine's Day,Tech Savy,54.42,54.42,0.33,56.23,671,5.41,24.8,15.38,,6097,6.98,6.84,44.5,97.59,3781968896,8900100,92.6,4379,,38.15,,0
299,15087,2,235,7/8/2018,Nike Air Huarache By You,Tech Savy,52.22,52.22,0.12,54.57,812,7.73,25.2,13.51,,7680,6.45,8.07,53.71,97.79,5060057948,0,109.5,6300,,27.57,,0
300,15090,1,196,7/8/2018,Nike Air Force 1 High Unlocked By You,Tech Savy,52.33,52.33,0.05,53.62,315,11.34,40.5,47.62,,1613,2.4,4.91,24.07,86.67,1483501184,0,157.1,1309,,51.71,,0
301,15092,5,281,7/8/2018,Nike Air Max 90 By You,Tech Savy,44.75,44.75,0,42.56,744,5.66,43.3,62.5,,1973,0.93,5.06,15.91,98.97,1337504640,27151628,129.4,1300,,49.41,,0
302,15092,5,288,7/8/2018,Nike Air Max 90 Unlocked By You,Tech Savy,54.5,54.5,0.28,57.41,453,7.77,48.1,19.61,,4892,0.9,4.67,33.51,98.73,5330569216,0,118.2,4579,,70.63,,0
303,15092,6,256,7/8/2018,Nike Air Force 1 High By You,Tech Savy,51.51,51.51,0,51.66,1022,9.6,39.7,11.24,217.39,5219,1.39,97.78,108.73,95.08,4026675712,26858018,87,4335,,45.31,,0
304,15092,5,218,7/8/2018,Nike Air Force 1 Mid By You Valentine's Day,Tech Savy,52.76,52.76,0.37,52.41,748,6.44,48.5,47.62,,2206,0.79,4.72,45.02,95.56,1840519168,0,115.8,1790,,,,0
305,15092,3,186,7/8/2018,Nike Pegasus 39 By You,Tech Savy,50,50,0.17,50.33,730,3.64,44.9,16.95,,4483,1.59,5.49,40.39,91.69,4118064384,0,94.3,3873,,86.55,,0
306,15092,2,153,3/20/2018,Nike Air Force 1 Low Unlocked By You,Tech Savy,46,46,0,53.67,892,1.76,31.3,,,1176,2.52,3.96,47.04,98,578750272,0,54.5,526,,,,0
307,15092,2,149,3/20/2018,Nike Air Force 1 Low By You,Tech Savy,48.67,48.67,0.05,49.05,298,4.48,43.7,80,280.9,3188,0.7,3.57,36.23,99.05,2481969206,53500000,100,2364,,27.18,,0
308,15092,5,263,3/20/2018,Nike Air Force 1 Low By Bishop Gorman,Tech Savy,50.93,50.93,0.56,53,657,6.16,52.3,27.03,,3121,0.95,4.57,10.33,93.96,2636050688,10000000,88.6,2338,54.79,,0,0
309,15092,1,355,3/20/2018,Nike Gripknit Phantom GX Elite FG By You,Tech Savy,54.31,54.31,0.05,53.94,1051,6.75,29.4,41.67,,3779,2.13,3.27,52.49,99.71,2555295232,0,82.4,2773,0,53.85,55.43,0
310,15092,1,282,3/20/2018,Nike Air Force 1 Low By You,Tech Savy,48.25,48.25,0.3,49.92,722,8.76,41.1,37.04,,3257,1.03,4.91,25.45,97.99,2561123328,0,100,2272,0,85.74,56.66,0
311,15092,6,170,3/20/2018,Nike Zoom Mercurial Superfly 9 Elite FG By You,Tech Savy,53.75,53.75,0.11,54.19,1151,5.06,17.3,11.48,17.95,59089,9.89,13.69,345.55,98.72,28012386304,0,91.7,59161,2.99,51.36,6.1,0
312,15092,3,186,3/20/2018,Nike Blazer Low '77 By You,Tech Savy,47.66,47.66,0.83,49.36,634,8.41,60.1,50,,3964,0.46,4.66,5.97,99.27,3654005504,0,115,2978,0,,46.77,2
313,15092,1,175,3/20/2018,Nike Air Force 1 Mid By You Valentine's Day ,Tech Savy,47.31,47.31,0.02,48.57,547,6.22,69.1,20,,7947,0.37,4.71,12.94,93.05,8063016960,170947504,90.8,7326,,10.48,,2
314,15092,5,299,3/20/2018,Nike Blazer Mid '77 By Ameena,Tech Savy,46.71,46.71,0.05,48.66,868,7.36,46.4,14.29,,5981,0.29,4.38,38.59,81.68,4548739584,64939424,82.2,5060,0,35.17,33.96,0
315,15187,3,310,7/8/2018,Nike Air Force 1 Low By Duncanville,Tech Savy,52.16,52.16,1.29,53.63,283,3.91,42.3,37.04,,2890,1.55,2.07,56.67,97.47,1913332352,168176896,62.8,2073,,15.84,,0
316,15189,5,178,7/8/2018,Nike Phantom GX Academy Dynamic Fit MG By You,Tech Savy,53.55,53.55,0.14,50.77,172,6.89,40.5,22.73,,4747,4.43,5.82,86.31,97.37,3557596160,0,115.1,3665,,63.91,,0
317,15204,4,227,7/8/2018,Nike Air Force 1 Low By Sierra Canyon,Tech Savy,54.48,54.48,1.43,54.57,627,3.73,36.1,24.69,,13544,1.81,2.57,90.9,97.32,6690044928,27954000,94.7,7465,39.79,40.51,10.22,0
318,15212,2,170,7/8/2018,Nike Air Force 1 High Unlocked By Chloe Kim ,Tech Savy,48.85,48.85,2.37,50.36,179,6.42,38.8,43.48,,3641,0.34,5.15,21.17,98.03,3289290752,0,125.9,2756,0,27.7,103.36,0
